,symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
21,AMZN,2017-03-14 00:00:00+00:00,852.53,853.75,847.55,853.55,2130586,852.53,853.75,847.55,853.55,2130586,0.0,1.0
22,AMZN,2017-03-15 00:00:00+00:00,852.97,854.45,847.11,854.33,2562176,852.97,854.45,847.11,854.33,2562176,0.0,1.0
23,AMZN,2017-03-16 00:00:00+00:00,853.42,855.5,850.51,855.3,1842296,853.42,855.5,850.51,855.3,1842296,0.0,1.0
24,AMZN,2017-03-17 00:00:00+00:00,852.31,853.83,850.64,853.49,3384403,852.31,853.83,850.64,853.49,3384403,0.0,1.0
25,AMZN,2017-03-20 00:00:00+00:00,856.97,857.8,851.01,851.51,2282727,856.97,857.8,851.01,851.51,2282727,0.0,1.0
26,AMZN,2017-03-21 00:00:00+00:00,843.2,862.795,841.31,858.84,4382852,843.2,862.795,841.31,858.84,4382852,0.0,1.0
27,AMZN,2017-03-22 00:00:00+00:00,848.06,849.37,839.05,840.43,2658669,848.06,849.37,839.05,840.43,2658669,0.0,1.0
28,AMZN,2017-03-23 00:00:00+00:00,847.38,850.89,844.8,848.2,1952964,847.38,850.89,844.8,848.2,1952964,0.0,1.0
29,AMZN,2017-03-24 00:00:00+00:00,845.61,851.8,843.53,851.68,2138269,845.61,851.8,843.53,851.68,2138269,0.0,1.0
30,AMZN,2017-03-27 00:00:00+00:00,846.82,850.3,833.5,838.07,2755775,846.82,850.3,833.5,838.07,2755775,0.0,1.0
31,AMZN,2017-03-28 00:00:00+00:00,856.0,858.46,850.1,851.75,3041633,856.0,858.46,850.1,851.75,3041633,0.0,1.0
32,AMZN,2017-03-29 00:00:00+00:00,874.32,876.438,859.02,859.05,4485770,874.32,876.438,859.02,859.05,4485770,0.0,1.0
33,AMZN,2017-03-30 00:00:00+00:00,876.34,877.06,871.66,874.95,2762730,876.34,877.06,871.66,874.95,2762730,0.0,1.0
34,AMZN,2017-03-31 00:00:00+00:00,886.54,890.35,876.65,877.0,3957612,886.54,890.35,876.65,877.0,3957612,0.0,1.0
35,AMZN,2017-04-03 00:00:00+00:00,891.51,893.49,885.42,888.0,3422328,891.51,893.49,885.42,888.0,3422328,0.0,1.0
36,AMZN,2017-04-04 00:00:00+00:00,906.83,908.5384,890.28,891.5,4984656,906.83,908.5384,890.28,891.5,4984656,0.0,1.0
37,AMZN,2017-04-05 00:00:00+00:00,909.28,923.72,905.62,910.82,7508370,909.28,923.72,905.62,910.82,7508370,0.0,1.0
38,AMZN,2017-04-06 00:00:00+00:00,898.28,917.1899,894.4927,913.8,6344065,898.28,917.1899,894.4927,913.8,6344065,0.0,1.0
39,AMZN,2017-04-07 00:00:00+00:00,894.88,900.09,889.31,899.65,3707367,894.88,900.09,889.31,899.65,3707367,0.0,1.0
40,AMZN,2017-04-10 00:00:00+00:00,907.04,908.51,899.0,899.63,3184301,907.04,908.51,899.0,899.63,3184301,0.0,1.0
41,AMZN,2017-04-11 00:00:00+00:00,902.36,911.24,897.5,907.04,3012743,902.36,911.24,897.5,907.04,3012743,0.0,1.0
42,AMZN,2017-04-12 00:00:00+00:00,896.23,904.09,895.2501,903.09,2456140,896.23,904.09,895.2501,903.09,2456140,0.0,1.0
43,AMZN,2017-04-13 00:00:00+00:00,884.67,894.97,884.49,891.45,3174583,884.67,894.97,884.49,891.45,3174583,0.0,1.0
44,AMZN,2017-04-17 00:00:00+00:00,901.99,902.38,887.5,887.5,2854673,901.99,902.38,887.5,887.5,2854673,0.0,1.0
45,AMZN,2017-04-18 00:00:00+00:00,903.78,909.61,900.78,900.99,2999238,903.78,909.61,900.78,900.99,2999238,0.0,1.0
46,AMZN,2017-04-19 00:00:00+00:00,899.2,910.5,897.369,907.84,2870242,899.2,910.5,897.369,907.84,2870242,0.0,1.0
47,AMZN,2017-04-20 00:00:00+00:00,902.06,905.32,896.29,899.7,2814441,902.06,905.32,896.29,899.7,2814441,0.0,1.0
48,AMZN,2017-04-21 00:00:00+00:00,898.53,903.65,896.77,902.67,2420494,898.53,903.65,896.77,902.67,2420494,0.0,1.0
49,AMZN,2017-04-24 00:00:00+00:00,907.41,909.99,903.82,908.68,3118123,907.41,909.99,903.82,908.68,3118123,0.0,1.0
50,AMZN,2017-04-25 00:00:00+00:00,907.62,909.48,903.0,907.04,3367734,907.62,909.48,903.0,907.04,3367734,0.0,1.0
51,AMZN,2017-04-26 00:00:00+00:00,909.29,915.749,907.56,910.3,2562595,909.29,915.749,907.56,910.3,2562595,0.0,1.0
52,AMZN,2017-04-27 00:00:00+00:00,918.38,921.86,912.11,914.39,4255693,918.38,921.86,912.11,914.39,4255693,0.0,1.0
53,AMZN,2017-04-28 00:00:00+00:00,924.99,949.59,924.3335,948.83,7278819,924.99,949.59,924.3335,948.83,7278819,0.0,1.0
54,AMZN,2017-05-01 00:00:00+00:00,948.23,954.4,927.8,927.8,5415793,948.23,954.4,927.8,927.8,5415793,0.0,1.0
55,AMZN,2017-05-02 00:00:00+00:00,946.94,950.1,941.413,946.645,3800912,946.94,950.1,941.413,946.645,3800912,0.0,1.0
56,AMZN,2017-05-03 00:00:00+00:00,941.03,946.0,935.9,946.0,3544234,941.03,946.0,935.9,946.0,3544234,0.0,1.0
57,AMZN,2017-05-04 00:00:00+00:00,937.53,945.0,934.215,944.75,2380874,937.53,945.0,934.215,944.75,2380874,0.0,1.0
58,AMZN,2017-05-05 00:00:00+00:00,934.15,940.79,930.3,940.52,2856585,934.15,940.79,930.3,940.52,2856585,0.0,1.0
59,AMZN,2017-05-08 00:00:00+00:00,949.04,949.05,939.21,940.95,3370672,949.04,949.05,939.21,940.95,3370672,0.0,1.0
60,AMZN,2017-05-09 00:00:00+00:00,952.82,957.89,950.2,952.8,3230630,952.82,957.89,950.2,952.8,3230630,0.0,1.0
61,AMZN,2017-05-10 00:00:00+00:00,948.95,953.7499,945.0,953.5,2083441,948.95,953.7499,945.0,953.5,2083441,0.0,1.0
62,AMZN,2017-05-11 00:00:00+00:00,947.62,950.29,940.775,945.11,2135393,947.62,950.29,940.775,945.11,2135393,0.0,1.0
63,AMZN,2017-05-12 00:00:00+00:00,961.35,962.79,951.53,954.5,3605620,961.35,962.79,951.53,954.5,3605620,0.0,1.0
64,AMZN,2017-05-15 00:00:00+00:00,957.97,963.15,956.055,958.73,4245856,957.97,963.15,956.055,958.73,4245856,0.0,1.0
65,AMZN,2017-05-16 00:00:00+00:00,966.07,970.06,960.91,961.0,3050005,966.07,970.06,960.91,961.0,3050005,0.0,1.0
66,AMZN,2017-05-17 00:00:00+00:00,944.76,960.3957,944.12,954.7,5073254,944.76,960.3957,944.12,954.7,5073254,0.0,1.0
67,AMZN,2017-05-18 00:00:00+00:00,958.49,962.75,944.76,944.8,3876816,958.49,962.75,944.76,944.8,3876816,0.0,1.0
68,AMZN,2017-05-19 00:00:00+00:00,959.84,968.92,959.72,962.84,3846299,959.84,968.92,959.72,962.84,3846299,0.0,1.0
69,AMZN,2017-05-22 00:00:00+00:00,970.67,971.38,962.9,964.0,2613805,970.67,971.38,962.9,964.0,2613805,0.0,1.0
70,AMZN,2017-05-23 00:00:00+00:00,971.54,975.2,966.85,975.02,2395510,971.54,975.2,966.85,975.02,2395510,0.0,1.0
71,AMZN,2017-05-24 00:00:00+00:00,980.35,981.0,970.23,976.0,2407995,980.35,981.0,970.23,976.0,2407995,0.0,1.0
72,AMZN,2017-05-25 00:00:00+00:00,993.38,999.0,982.11,984.85,4737390,993.38,999.0,982.11,984.85,4737390,0.0,1.0
73,AMZN,2017-05-26 00:00:00+00:00,995.78,998.65,989.2491,995.0,3394090,995.78,998.65,989.2491,995.0,3394090,0.0,1.0
74,AMZN,2017-05-30 00:00:00+00:00,996.7,1001.2,995.52,996.51,3245760,996.7,1001.2,995.52,996.51,3245760,0.0,1.0
75,AMZN,2017-05-31 00:00:00+00:00,994.62,1000.12,982.16,1000.0,3912535,994.62,1000.12,982.16,1000.0,3912535,0.0,1.0
76,AMZN,2017-06-01 00:00:00+00:00,995.95,998.99,991.37,998.59,2384298,995.95,998.99,991.37,998.59,2384298,0.0,1.0
77,AMZN,2017-06-02 00:00:00+00:00,1006.73,1008.48,995.67,998.99,3714954,1006.73,1008.48,995.67,998.99,3714954,0.0,1.0
78,AMZN,2017-06-05 00:00:00+00:00,1011.34,1013.21,1003.51,1007.23,2676857,1011.34,1013.21,1003.51,1007.23,2676857,0.0,1.0
79,AMZN,2017-06-06 00:00:00+00:00,1003.0,1016.5,1001.25,1012.0,3298378,1003.0,1016.5,1001.25,1012.0,3298378,0.0,1.0
80,AMZN,2017-06-07 00:00:00+00:00,1010.07,1010.25,1002.0,1005.95,2779551,1010.07,1010.25,1002.0,1005.95,2779551,0.0,1.0
81,AMZN,2017-06-08 00:00:00+00:00,1010.27,1013.61,1006.11,1012.06,2724408,1010.27,1013.61,1006.11,1012.06,2724408,0.0,1.0
82,AMZN,2017-06-09 00:00:00+00:00,978.31,1012.99,927.0,1012.5,7647692,978.31,1012.99,927.0,1012.5,7647692,0.0,1.0
83,AMZN,2017-06-12 00:00:00+00:00,964.91,975.95,945.0,967.0,9393802,964.91,975.95,945.0,967.0,9393802,0.0,1.0
84,AMZN,2017-06-13 00:00:00+00:00,980.79,984.5,966.1,977.99,4533933,980.79,984.5,966.1,977.99,4533933,0.0,1.0
85,AMZN,2017-06-14 00:00:00+00:00,976.47,990.34,966.71,988.59,3943670,976.47,990.34,966.71,988.59,3943670,0.0,1.0
86,AMZN,2017-06-15 00:00:00+00:00,964.17,965.73,950.86,958.7,5202147,964.17,965.73,950.86,958.7,5202147,0.0,1.0
87,AMZN,2017-06-16 00:00:00+00:00,987.71,999.75,982.0,996.0,11314754,987.71,999.75,982.0,996.0,11314754,0.0,1.0
88,AMZN,2017-06-19 00:00:00+00:00,995.17,1017.0,989.9,1017.0,4967600,995.17,1017.0,989.9,1017.0,4967600,0.0,1.0
89,AMZN,2017-06-20 00:00:00+00:00,992.59,1004.88,992.02,998.0,4040990,992.59,1004.88,992.02,998.0,4040990,0.0,1.0
90,AMZN,2017-06-21 00:00:00+00:00,1002.23,1002.72,992.6518,998.7,2892563,1002.23,1002.72,992.6518,998.7,2892563,0.0,1.0
91,AMZN,2017-06-22 00:00:00+00:00,1001.3,1006.96,997.2,1002.23,2221035,1001.3,1006.96,997.2,1002.23,2221035,0.0,1.0
92,AMZN,2017-06-23 00:00:00+00:00,1003.74,1004.62,998.02,1002.54,2645973,1003.74,1004.62,998.02,1002.54,2645973,0.0,1.0
93,AMZN,2017-06-26 00:00:00+00:00,993.98,1009.8,992.0,1008.5,3347195,993.98,1009.8,992.0,1008.5,3347195,0.0,1.0
94,AMZN,2017-06-27 00:00:00+00:00,976.78,998.8,976.0,990.69,3735360,976.78,998.8,976.0,990.69,3735360,0.0,1.0
95,AMZN,2017-06-28 00:00:00+00:00,990.33,990.68,969.21,978.55,3708638,990.33,990.68,969.21,978.55,3708638,0.0,1.0
96,AMZN,2017-06-29 00:00:00+00:00,975.93,987.56,965.25,979.0,4246765,975.93,987.56,965.25,979.0,4246765,0.0,1.0
97,AMZN,2017-06-30 00:00:00+00:00,968.0,983.47,967.61,980.12,3309138,968.0,983.47,967.61,980.12,3309138,0.0,1.0
98,AMZN,2017-07-03 00:00:00+00:00,953.66,974.49,951.0001,972.79,2908267,953.66,974.49,951.0001,972.79,2908267,0.0,1.0
99,AMZN,2017-07-05 00:00:00+00:00,971.4,975.0,955.25,961.53,3587645,971.4,975.0,955.25,961.53,3587645,0.0,1.0
100,AMZN,2017-07-06 00:00:00+00:00,965.14,974.4,959.02,964.66,3229378,965.14,974.4,959.02,964.66,3229378,0.0,1.0
101,AMZN,2017-07-07 00:00:00+00:00,978.76,980.11,969.14,969.55,2582645,978.76,980.11,969.14,969.55,2582645,0.0,1.0
102,AMZN,2017-07-10 00:00:00+00:00,996.47,999.4392,983.5,985.0,3462884,996.47,999.4392,983.5,985.0,3462884,0.0,1.0
103,AMZN,2017-07-11 00:00:00+00:00,994.13,995.99,983.72,993.0,2947479,994.13,995.99,983.72,993.0,2947479,0.0,1.0
104,AMZN,2017-07-12 00:00:00+00:00,1006.51,1008.55,998.1,1000.65,3491988,1006.51,1008.55,998.1,1000.65,3491988,0.0,1.0
105,AMZN,2017-07-13 00:00:00+00:00,1000.63,1006.88,995.9,1004.62,2864533,1000.63,1006.88,995.9,1004.62,2864533,0.0,1.0
106,AMZN,2017-07-14 00:00:00+00:00,1001.81,1004.45,996.89,1002.4,2066362,1001.81,1004.45,996.89,1002.4,2066362,0.0,1.0
107,AMZN,2017-07-17 00:00:00+00:00,1010.04,1014.75,1003.81,1004.69,3636801,1010.04,1014.75,1003.81,1004.69,3636801,0.0,1.0
108,AMZN,2017-07-18 00:00:00+00:00,1024.45,1026.03,1004.0,1006.0,3957892,1024.45,1026.03,1004.0,1006.0,3957892,0.0,1.0
109,AMZN,2017-07-19 00:00:00+00:00,1026.87,1031.59,1022.5,1025.0,2936902,1026.87,1031.59,1022.5,1025.0,2936902,0.0,1.0
110,AMZN,2017-07-20 00:00:00+00:00,1028.7,1034.97,1022.52,1031.59,2964341,1028.7,1034.97,1022.52,1031.59,2964341,0.0,1.0
111,AMZN,2017-07-21 00:00:00+00:00,1025.67,1026.1,1011.0,1021.28,2677517,1025.67,1026.1,1011.0,1021.28,2677517,0.0,1.0
112,AMZN,2017-07-24 00:00:00+00:00,1038.95,1043.01,1027.43,1028.34,3212499,1038.95,1043.01,1027.43,1028.34,3212499,0.0,1.0
113,AMZN,2017-07-25 00:00:00+00:00,1039.87,1043.33,1032.48,1038.05,2432328,1039.87,1043.33,1032.48,1038.05,2432328,0.0,1.0
114,AMZN,2017-07-26 00:00:00+00:00,1052.8,1053.2,1043.2,1043.2,2828980,1052.8,1053.2,1043.2,1043.2,2828980,0.0,1.0
115,AMZN,2017-07-27 00:00:00+00:00,1046.0,1083.31,1040.18,1069.55,9905158,1046.0,1083.31,1040.18,1069.55,9905158,0.0,1.0
116,AMZN,2017-07-28 00:00:00+00:00,1020.04,1032.85,1001.0,1012.14,7624498,1020.04,1032.85,1001.0,1012.14,7624498,0.0,1.0
117,AMZN,2017-07-31 00:00:00+00:00,987.78,1019.05,987.02,1019.05,7246638,987.78,1019.05,987.02,1019.05,7246638,0.0,1.0
118,AMZN,2017-08-01 00:00:00+00:00,992.27,995.0,987.14,990.65,4421395,992.27,995.0,987.14,990.65,4421395,0.0,1.0
119,AMZN,2017-08-02 00:00:00+00:00,995.89,1003.21,981.73,1001.77,4017780,995.89,1003.21,981.73,1001.77,4017780,0.0,1.0
120,AMZN,2017-08-03 00:00:00+00:00,986.92,999.5,984.59,999.47,3203134,986.92,999.5,984.59,999.47,3203134,0.0,1.0
121,AMZN,2017-08-04 00:00:00+00:00,987.58,991.672,982.0,989.68,2704026,987.58,991.672,982.0,989.68,2704026,0.0,1.0
122,AMZN,2017-08-07 00:00:00+00:00,992.27,995.0,987.14,990.65,2676607,992.27,995.0,987.14,990.65,2676607,0.0,1.0
123,AMZN,2017-08-08 00:00:00+00:00,989.84,996.28,985.79,994.35,2847527,989.84,996.28,985.79,994.35,2847527,0.0,1.0
124,AMZN,2017-08-09 00:00:00+00:00,982.01,988.0,975.27,982.6,3434077,982.01,988.0,975.27,982.6,3434077,0.0,1.0
125,AMZN,2017-08-10 00:00:00+00:00,956.92,979.86,954.68,976.295,5560388,956.92,979.86,954.68,976.295,5560388,0.0,1.0
126,AMZN,2017-08-11 00:00:00+00:00,967.99,970.39,951.38,960.0,3431423,967.99,970.39,951.38,960.0,3431423,0.0,1.0
127,AMZN,2017-08-14 00:00:00+00:00,983.3,985.5,976.19,978.41,3008007,983.3,985.5,976.19,978.41,3008007,0.0,1.0
128,AMZN,2017-08-15 00:00:00+00:00,982.74,991.74,982.0,988.9,2513139,982.74,991.74,982.0,988.9,2513139,0.0,1.0
129,AMZN,2017-08-16 00:00:00+00:00,978.18,986.4605,973.22,981.65,3096051,978.18,986.4605,973.22,981.65,3096051,0.0,1.0
130,AMZN,2017-08-17 00:00:00+00:00,960.57,977.84,960.32,977.84,3396045,960.57,977.84,960.32,977.84,3396045,0.0,1.0
131,AMZN,2017-08-18 00:00:00+00:00,958.47,965.43,954.65,961.4,3248677,958.47,965.43,954.65,961.4,3248677,0.0,1.0
132,AMZN,2017-08-21 00:00:00+00:00,953.29,961.2,945.46,957.57,3008450,953.29,961.2,945.46,957.57,3008450,0.0,1.0
133,AMZN,2017-08-22 00:00:00+00:00,966.9,967.93,955.495,955.52,2718261,966.9,967.93,955.495,955.52,2718261,0.0,1.0
134,AMZN,2017-08-23 00:00:00+00:00,958.0,962.0,954.2,959.38,2590245,958.0,962.0,954.2,959.38,2590245,0.0,1.0
135,AMZN,2017-08-24 00:00:00+00:00,952.45,959.0,941.14,957.42,5086748,952.45,959.0,941.14,957.42,5086748,0.0,1.0
136,AMZN,2017-08-25 00:00:00+00:00,945.26,957.621,944.1,956.0,3292776,945.26,957.621,944.1,956.0,3292776,0.0,1.0
137,AMZN,2017-08-28 00:00:00+00:00,946.02,953.0,942.25,946.54,2529087,946.02,953.0,942.25,946.54,2529087,0.0,1.0
138,AMZN,2017-08-29 00:00:00+00:00,954.06,956.0,936.33,940.0,2853972,954.06,956.0,936.33,940.0,2853972,0.0,1.0
139,AMZN,2017-08-30 00:00:00+00:00,967.59,969.41,956.9062,958.44,2860718,967.59,969.41,956.9062,958.44,2860718,0.0,1.0
140,AMZN,2017-08-31 00:00:00+00:00,980.6,981.0,972.76,974.7,3280945,980.6,981.0,972.76,974.7,3280945,0.0,1.0
141,AMZN,2017-09-01 00:00:00+00:00,978.25,984.5,976.875,984.2,2423132,978.25,984.5,976.875,984.2,2423132,0.0,1.0
142,AMZN,2017-09-05 00:00:00+00:00,965.27,976.7699,960.37,975.4,2875228,965.27,976.7699,960.37,975.4,2875228,0.0,1.0
143,AMZN,2017-09-06 00:00:00+00:00,967.8,971.84,960.6,968.32,2106605,967.8,971.84,960.6,968.32,2106605,0.0,1.0
144,AMZN,2017-09-07 00:00:00+00:00,979.47,980.59,972.55,974.0,2536000,979.47,980.59,972.55,974.0,2536000,0.0,1.0
145,AMZN,2017-09-08 00:00:00+00:00,965.9,979.88,963.47,979.1,2578269,965.9,979.88,963.47,979.1,2578269,0.0,1.0
146,AMZN,2017-09-11 00:00:00+00:00,977.96,981.94,974.22,974.46,2134582,977.96,981.94,974.22,974.46,2134582,0.0,1.0
147,AMZN,2017-09-12 00:00:00+00:00,982.58,984.6718,975.517,983.27,2444699,982.58,984.6718,975.517,983.27,2444699,0.0,1.0
148,AMZN,2017-09-13 00:00:00+00:00,999.6,1000.0,979.42,983.97,3314978,999.6,1000.0,979.42,983.97,3314978,0.0,1.0
149,AMZN,2017-09-14 00:00:00+00:00,992.21,998.56,987.74,996.8,3788472,992.21,998.56,987.74,996.8,3788472,0.0,1.0
150,AMZN,2017-09-15 00:00:00+00:00,986.79,996.25,984.03,993.01,3697742,986.79,996.25,984.03,993.01,3697742,0.0,1.0
151,AMZN,2017-09-18 00:00:00+00:00,974.19,992.7922,968.17,990.4,3376772,974.19,992.7922,968.17,990.4,3376772,0.0,1.0
152,AMZN,2017-09-19 00:00:00+00:00,969.86,978.24,967.46,977.25,2614059,969.86,978.24,967.46,977.25,2614059,0.0,1.0
153,AMZN,2017-09-20 00:00:00+00:00,973.21,974.81,962.1626,971.79,2727355,973.21,974.81,962.1626,971.79,2727355,0.0,1.0
154,AMZN,2017-09-21 00:00:00+00:00,964.65,971.7,962.02,971.31,2252940,964.65,971.7,962.02,971.31,2252940,0.0,1.0
155,AMZN,2017-09-22 00:00:00+00:00,955.1,965.61,954.42,961.01,2602418,955.1,965.61,954.42,961.01,2602418,0.0,1.0
156,AMZN,2017-09-25 00:00:00+00:00,939.79,949.42,932.89,949.31,5065542,939.79,949.42,932.89,949.31,5065542,0.0,1.0
157,AMZN,2017-09-26 00:00:00+00:00,938.6,948.63,931.75,945.49,3464183,938.6,948.63,931.75,945.49,3464183,0.0,1.0
158,AMZN,2017-09-27 00:00:00+00:00,950.87,955.3,943.3,948.0,3111263,950.87,955.3,943.3,948.0,3111263,0.0,1.0
159,AMZN,2017-09-28 00:00:00+00:00,956.4,959.7,950.101,951.86,2512567,956.4,959.7,950.101,951.86,2512567,0.0,1.0
160,AMZN,2017-09-29 00:00:00+00:00,961.35,964.83,958.375,960.11,2411643,961.35,964.83,958.375,960.11,2411643,0.0,1.0
161,AMZN,2017-10-02 00:00:00+00:00,959.19,967.305,952.1201,964.0,2415846,959.19,967.305,952.1201,964.0,2415846,0.0,1.0
162,AMZN,2017-10-03 00:00:00+00:00,957.1,963.69,950.37,958.0,2643484,957.1,963.69,950.37,958.0,2643484,0.0,1.0
163,AMZN,2017-10-04 00:00:00+00:00,965.45,967.79,954.05,954.21,2460721,965.45,967.79,954.05,954.21,2460721,0.0,1.0
164,AMZN,2017-10-05 00:00:00+00:00,980.85,981.51,969.64,970.0,3119487,980.85,981.51,969.64,970.0,3119487,0.0,1.0
165,AMZN,2017-10-06 00:00:00+00:00,989.58,995.75,975.64,975.64,3719840,989.58,995.75,975.64,975.64,3719840,0.0,1.0
166,AMZN,2017-10-09 00:00:00+00:00,990.99,998.5,987.5,993.24,2927994,990.99,998.5,987.5,993.24,2927994,0.0,1.0
167,AMZN,2017-10-10 00:00:00+00:00,987.2,997.95,980.099,996.67,3062820,987.2,997.95,980.099,996.67,3062820,0.0,1.0
168,AMZN,2017-10-11 00:00:00+00:00,995.0,995.5,986.695,991.27,2310872,995.0,995.5,986.695,991.27,2310872,0.0,1.0
169,AMZN,2017-10-12 00:00:00+00:00,1000.93,1008.44,992.4,996.81,4056172,1000.93,1008.44,992.4,996.81,4056172,0.0,1.0
170,AMZN,2017-10-13 00:00:00+00:00,1002.94,1007.77,1001.03,1007.0,2399403,1002.94,1007.77,1001.03,1007.0,2399403,0.0,1.0
171,AMZN,2017-10-16 00:00:00+00:00,1006.34,1009.57,1001.04,1008.44,1991556,1006.34,1009.57,1001.04,1008.44,1991556,0.0,1.0
172,AMZN,2017-10-17 00:00:00+00:00,1009.13,1011.47,1004.38,1005.59,2307075,1009.13,1011.47,1004.38,1005.59,2307075,0.0,1.0
173,AMZN,2017-10-18 00:00:00+00:00,997.0,1022.31,996.55,1009.27,2477357,997.0,1022.31,996.55,1009.27,2477357,0.0,1.0
174,AMZN,2017-10-19 00:00:00+00:00,986.61,991.05,980.24,990.0,3040066,986.61,991.05,980.24,990.0,3040066,0.0,1.0
175,AMZN,2017-10-20 00:00:00+00:00,982.91,994.62,982.0,993.53,2294145,982.91,994.62,982.0,993.53,2294145,0.0,1.0
176,AMZN,2017-10-23 00:00:00+00:00,966.3,986.775,962.5,986.73,3465469,966.3,986.775,962.5,986.73,3465469,0.0,1.0
177,AMZN,2017-10-24 00:00:00+00:00,975.9,979.85,965.0,969.0,2666782,975.9,979.85,965.0,969.0,2666782,0.0,1.0
178,AMZN,2017-10-25 00:00:00+00:00,972.91,984.44,966.24,978.0,2969295,972.91,984.44,966.24,978.0,2969295,0.0,1.0
179,AMZN,2017-10-26 00:00:00+00:00,972.43,982.9,968.55,980.33,3670282,972.43,982.9,968.55,980.33,3670282,0.0,1.0
180,AMZN,2017-10-27 00:00:00+00:00,1100.95,1105.58,1050.55,1058.14,16360527,1100.95,1105.58,1050.55,1058.14,16360527,0.0,1.0
181,AMZN,2017-10-30 00:00:00+00:00,1110.85,1122.79,1093.56,1095.01,6516639,1110.85,1122.79,1093.56,1095.01,6516639,0.0,1.0
182,AMZN,2017-10-31 00:00:00+00:00,1105.28,1110.54,1101.12,1109.0,3428461,1105.28,1110.54,1101.12,1109.0,3428461,0.0,1.0
183,AMZN,2017-11-01 00:00:00+00:00,1103.68,1108.97,1096.74,1105.4,3723680,1103.68,1108.97,1096.74,1105.4,3723680,0.0,1.0
184,AMZN,2017-11-02 00:00:00+00:00,1094.22,1101.94,1086.87,1097.81,3658748,1094.22,1101.94,1086.87,1097.81,3658748,0.0,1.0
185,AMZN,2017-11-03 00:00:00+00:00,1111.6,1112.68,1088.52,1091.15,3685172,1111.6,1112.68,1088.52,1091.15,3685172,0.0,1.0
186,AMZN,2017-11-06 00:00:00+00:00,1120.66,1125.41,1108.77,1109.15,3313857,1120.66,1125.41,1108.77,1109.15,3313857,0.0,1.0
187,AMZN,2017-11-07 00:00:00+00:00,1123.17,1130.6,1117.5,1124.74,2623474,1123.17,1130.6,1117.5,1124.74,2623474,0.0,1.0
188,AMZN,2017-11-08 00:00:00+00:00,1132.88,1135.54,1119.11,1122.82,2581451,1132.88,1135.54,1119.11,1122.82,2581451,0.0,1.0
189,AMZN,2017-11-09 00:00:00+00:00,1129.13,1129.62,1115.77,1125.96,3661411,1129.13,1129.62,1115.77,1125.96,3661411,0.0,1.0
190,AMZN,2017-11-10 00:00:00+00:00,1125.35,1131.75,1124.06,1126.1,2162985,1125.35,1131.75,1124.06,1126.1,2162985,0.0,1.0
191,AMZN,2017-11-13 00:00:00+00:00,1129.17,1139.9,1122.34,1123.0,2897563,1129.17,1139.9,1122.34,1123.0,2897563,0.0,1.0
192,AMZN,2017-11-14 00:00:00+00:00,1136.84,1138.0,1123.89,1130.11,3042295,1136.84,1138.0,1123.89,1130.11,3042295,0.0,1.0
193,AMZN,2017-11-15 00:00:00+00:00,1126.69,1131.75,1121.63,1127.01,3897230,1126.69,1131.75,1121.63,1127.01,3897230,0.0,1.0
194,AMZN,2017-11-16 00:00:00+00:00,1137.29,1138.16,1130.05,1130.16,2190456,1137.29,1138.16,1130.05,1130.16,2190456,0.0,1.0
195,AMZN,2017-11-17 00:00:00+00:00,1129.88,1138.8,1125.81,1138.28,2333554,1129.88,1138.8,1125.81,1138.28,2333554,0.0,1.0
196,AMZN,2017-11-20 00:00:00+00:00,1126.31,1133.42,1122.55,1129.77,2134381,1126.31,1133.42,1122.55,1129.77,2134381,0.0,1.0
197,AMZN,2017-11-21 00:00:00+00:00,1139.49,1140.0,1128.2,1132.86,2449503,1139.49,1140.0,1128.2,1132.86,2449503,0.0,1.0
198,AMZN,2017-11-22 00:00:00+00:00,1156.16,1160.27,1141.0,1141.0,3516336,1156.16,1160.27,1141.0,1141.0,3516336,0.0,1.0
199,AMZN,2017-11-24 00:00:00+00:00,1186.0,1186.84,1160.7,1160.7,3526582,1186.0,1186.84,1160.7,1160.7,3526582,0.0,1.0
200,AMZN,2017-11-27 00:00:00+00:00,1195.83,1213.41,1191.15,1202.66,6701343,1195.83,1213.41,1191.15,1202.66,6701343,0.0,1.0
201,AMZN,2017-11-28 00:00:00+00:00,1193.6,1205.34,1188.52,1204.88,4463476,1193.6,1205.34,1188.52,1204.88,4463476,0.0,1.0
202,AMZN,2017-11-29 00:00:00+00:00,1161.27,1194.8,1145.19,1194.8,9239087,1161.27,1194.8,1145.19,1194.8,9239087,0.0,1.0
203,AMZN,2017-11-30 00:00:00+00:00,1176.75,1178.57,1160.0,1167.1,4470183,1176.75,1178.57,1160.0,1167.1,4470183,0.0,1.0
204,AMZN,2017-12-01 00:00:00+00:00,1162.35,1179.65,1152.0,1172.05,4070722,1162.35,1179.65,1152.0,1172.05,4070722,0.0,1.0
205,AMZN,2017-12-04 00:00:00+00:00,1133.95,1175.2,1128.0,1173.85,5872358,1133.95,1175.2,1128.0,1173.85,5872358,0.0,1.0
206,AMZN,2017-12-05 00:00:00+00:00,1141.57,1159.27,1124.74,1128.26,4033184,1141.57,1159.27,1124.74,1128.26,4033184,0.0,1.0
207,AMZN,2017-12-06 00:00:00+00:00,1152.35,1155.89,1136.08,1137.99,2756730,1152.35,1155.89,1136.08,1137.99,2756730,0.0,1.0
